District,Temperature,Humidity,Pressure,WindSpeed,Precipitation,CloudCover,DayOfYear,MonsoonPhase,Weather
Kozhikode,31.67,79.98,1012.91,13.07,9.97,48.67,204,SouthWest Monsoon,Cloudy
Wayanad,34.73,70.89,1002.85,5.58,5.57,57.61,281,NorthEast Monsoon,Cloudy
Kozhikode,31.7,95.74,1010.94,7.48,5.12,37.57,43,Post-Monsoon,Cloudy
Pathanamthitta,31.24,78.2,1020.63,14.16,5.33,52.52,199,SouthWest Monsoon,Cloudy
Idukki,30.04,85.97,1006.7,11.97,0.59,49.43,278,NorthEast Monsoon,Cloudy
Thrissur,26.67,86.17,1007.57,12.99,9.98,88.91,77,Post-Monsoon,Rainy
Palakkad,26.4,76.13,1000.21,11.88,0.51,77.46,79,Post-Monsoon,Cloudy
Ernakulam,26.37,70.69,1009.56,11.94,1.14,76.97,195,SouthWest Monsoon,Cloudy
Alappuzha,30.66,90.53,1007.73,10.31,6.71,38.72,124,Pre-Monsoon,Cloudy
Idukki,27.83,92.15,1012.38,4.89,1.37,57.86,290,NorthEast Monsoon,Cloudy
Kottayam,28.91,87.07,1010.06,8.46,8.15,50.52,316,NorthEast Monsoon,Cloudy
Thrissur,30.26,85.22,1010.93,9.05,6.48,28.1,348,Post-Monsoon,Cloudy
Thiruvananthapuram,26.48,70.81,1012.77,3.83,6.78,65.17,257,SouthWest Monsoon,Cloudy
Thiruvananthapuram,27.49,79.35,1000.91,7.77,2.75,95.43,15,Post-Monsoon,Cloudy
Kannur,29.97,91.71,1015.72,8.52,4.09,50.23,129,Pre-Monsoon,Cloudy
Kozhikode,28.13,75.76,1012.07,15.72,2.96,63.92,71,Post-Monsoon,Cloudy
Idukki,28.41,83.06,1014.86,2.73,6.73,73.61,262,SouthWest Monsoon,Cloudy
Malappuram,25.9,85.69,1012.09,10.37,0.65,77.6,350,Post-Monsoon,Rainy
Wayanad,28.45,86.12,1011.95,11.43,3.03,67.62,340,Post-Monsoon,Rainy
Kollam,33.96,73.8,1009.09,12.87,7.85,57.63,333,Post-Monsoon,Cloudy
Kottayam,27.66,81.06,1007.55,14.31,1.24,66.3,161,SouthWest Monsoon,Cloudy
Thiruvananthapuram,25.56,88.77,1014.36,5.19,2.87,52.75,266,SouthWest Monsoon,Cloudy
Ernakulam,31.87,96.87,1012.17,8.22,1.72,100.0,298,NorthEast Monsoon,Rainy
Thiruvananthapuram,30.57,80.27,1008.28,12.59,2.97,60.44,2,Post-Monsoon,Cloudy
Alappuzha,29.64,85.29,1016.66,8.5,0.26,99.73,89,Post-Monsoon,Rainy
Palakkad,25.04,72.72,1009.07,10.63,3.22,89.05,30,Post-Monsoon,Cloudy
Thiruvananthapuram,25.47,80.06,1012.02,14.61,2.61,100.0,215,SouthWest Monsoon,Cloudy
Alappuzha,24.39,78.0,1004.26,13.77,13.86,61.53,94,Pre-Monsoon,Rainy
Idukki,30.29,97.5,1007.76,12.11,1.46,62.51,142,Pre-Monsoon,Cloudy
Idukki,32.06,87.87,1004.46,14.87,1.5,61.85,55,Post-Monsoon,Cloudy
Wayanad,30.4,82.75,1004.51,6.89,0.82,47.36,51,Post-Monsoon,Cloudy
Kannur,34.85,66.77,1009.02,9.08,1.44,37.36,204,SouthWest Monsoon,Sunny
Thrissur,27.67,84.47,1007.33,10.25,14.36,43.23,29,Post-Monsoon,Rainy
Thiruvananthapuram,28.03,84.55,1014.79,6.37,4.94,72.4,97,Pre-Monsoon,Cloudy
Ernakulam,29.32,80.19,1006.82,15.13,0.08,74.87,280,NorthEast Monsoon,Cloudy
Thiruvananthapuram,28.31,82.37,1012.43,12.37,0.18,50.59,134,Pre-Monsoon,Cloudy
Kannur,30.5,96.41,1006.29,11.76,0.14,36.43,242,SouthWest Monsoon,Cloudy
Kasaragod,27.08,89.59,1009.94,4.5,1.46,75.26,280,NorthEast Monsoon,Rainy
Ernakulam,24.82,74.92,1004.51,5.44,0.3,64.96,268,SouthWest Monsoon,Cloudy
Pathanamthitta,23.63,97.62,1013.33,5.67,0.35,75.96,170,SouthWest Monsoon,Rainy
Kozhikode,30.44,75.65,1017.39,0.21,2.88,42.55,243,SouthWest Monsoon,Cloudy
Thrissur,27.42,94.93,1004.18,10.49,0.04,63.58,15,Post-Monsoon,Cloudy
Pathanamthitta,25.49,76.21,1012.89,0.44,0.08,39.15,152,SouthWest Monsoon,Cloudy
Kasaragod,27.14,80.79,1017.98,9.06,4.84,52.38,221,SouthWest Monsoon,Cloudy
Kasaragod,34.86,65.1,1005.9,15.61,5.98,50.93,61,Post-Monsoon,Cloudy
Kannur,25.67,86.22,1017.3,10.76,16.74,72.89,147,Pre-Monsoon,Rainy
Thiruvananthapuram,31.18,66.3,1010.17,7.28,3.31,100.0,168,SouthWest Monsoon,Cloudy
Kannur,30.26,83.66,1009.43,9.3,4.2,72.53,143,Pre-Monsoon,Cloudy
Kannur,33.02,78.52,1008.53,13.69,4.49,80.48,233,SouthWest Monsoon,Cloudy
Kasaragod,28.63,78.61,1008.61,11.04,6.9,47.53,116,Pre-Monsoon,Cloudy
Thrissur,24.32,85.15,1003.91,6.26,2.68,30.29,226,SouthWest Monsoon,Cloudy
Pathanamthitta,31.98,88.56,1007.09,10.25,21.01,80.61,313,NorthEast Monsoon,Rainy
Kollam,28.25,92.47,1020.69,9.76,3.46,73.1,271,NorthEast Monsoon,Rainy
Thiruvananthapuram,32.82,72.64,1002.87,4.89,0.68,56.46,153,SouthWest Monsoon,Cloudy
Kasaragod,31.45,79.51,1010.88,14.12,6.88,81.18,209,SouthWest Monsoon,Cloudy
Pathanamthitta,31.99,81.62,1009.58,0.0,3.66,19.09,187,SouthWest Monsoon,Cloudy
Kollam,36.11,86.82,1009.25,10.18,5.25,29.48,36,Post-Monsoon,Cloudy
Kollam,29.85,86.66,1006.01,9.17,3.61,68.44,216,SouthWest Monsoon,Rainy
Idukki,33.33,75.24,1001.34,7.12,5.26,57.11,126,Pre-Monsoon,Cloudy
Wayanad,27.79,91.61,1011.4,6.42,3.02,51.31,174,SouthWest Monsoon,Cloudy
Thiruvananthapuram,30.62,85.28,1006.75,19.41,2.48,71.24,262,SouthWest Monsoon,Rainy
Kollam,27.49,96.31,1010.43,7.34,1.05,62.06,13,Post-Monsoon,Cloudy
Kasaragod,30.44,84.54,1006.27,8.21,2.02,31.98,130,Pre-Monsoon,Cloudy
Idukki,30.12,65.98,1012.55,10.97,0.19,35.73,70,Post-Monsoon,Sunny
Pathanamthitta,22.82,75.41,1009.69,8.08,3.43,43.89,26,Post-Monsoon,Cloudy
Alappuzha,27.16,80.71,1010.92,6.88,2.82,100.0,282,NorthEast Monsoon,Cloudy
Thiruvananthapuram,29.69,75.25,1012.52,6.94,0.61,86.45,250,SouthWest Monsoon,Cloudy
Thrissur,22.23,74.95,1010.03,8.57,4.13,79.78,11,Post-Monsoon,Cloudy
Kannur,28.71,97.24,1006.06,14.18,11.15,70.72,249,SouthWest Monsoon,Rainy
Ernakulam,32.03,72.01,1014.28,10.22,3.58,46.18,138,Pre-Monsoon,Cloudy
Ernakulam,32.9,77.77,1019.27,16.28,0.25,58.03,40,Post-Monsoon,Cloudy
Pathanamthitta,26.65,82.53,1011.85,14.69,2.69,94.26,176,SouthWest Monsoon,Cloudy
Malappuram,33.09,71.48,996.24,14.44,12.17,60.32,109,Pre-Monsoon,Rainy
Malappuram,32.62,80.7,1005.75,11.15,15.23,63.77,347,Post-Monsoon,Rainy
Pathanamthitta,22.56,63.09,1008.94,10.79,9.36,54.41,284,NorthEast Monsoon,Cloudy
Kasaragod,29.35,77.59,1008.06,12.72,2.82,63.53,21,Post-Monsoon,Cloudy
Kollam,29.68,73.05,1002.18,13.81,2.39,56.54,143,Pre-Monsoon,Cloudy
Wayanad,33.56,79.55,1006.2,4.99,1.69,58.68,27,Post-Monsoon,Cloudy
Thiruvananthapuram,29.86,81.55,1009.82,12.1,0.77,50.9,328,NorthEast Monsoon,Cloudy
Ernakulam,33.18,92.79,1011.03,8.45,11.55,60.26,317,NorthEast Monsoon,Rainy
Ernakulam,26.66,77.12,1009.9,9.21,5.68,31.46,40,Post-Monsoon,Cloudy
Wayanad,24.21,99.1,1005.57,11.2,8.62,84.26,176,SouthWest Monsoon,Rainy
Kollam,27.06,83.7,1003.81,3.37,0.53,92.5,215,SouthWest Monsoon,Cloudy
Ernakulam,33.73,74.46,1007.46,16.36,0.94,63.42,213,SouthWest Monsoon,Cloudy
Kannur,31.78,83.08,1007.5,8.55,0.18,60.99,165,SouthWest Monsoon,Cloudy
Thrissur,35.97,91.88,1012.16,7.68,2.96,49.65,161,SouthWest Monsoon,Cloudy
Thiruvananthapuram,24.67,73.46,1003.94,12.2,2.85,54.02,114,Pre-Monsoon,Cloudy
Palakkad,32.12,97.54,1010.77,11.62,8.96,73.28,116,Pre-Monsoon,Rainy
Ernakulam,31.26,86.26,1009.65,5.31,0.15,62.16,39,Post-Monsoon,Cloudy
Pathanamthitta,28.14,72.85,1008.0,16.25,3.64,61.78,186,SouthWest Monsoon,Cloudy
Thrissur,31.33,77.82,1011.87,5.44,6.75,61.82,239,SouthWest Monsoon,Cloudy
Ernakulam,29.42,78.67,1007.68,9.23,5.08,64.49,248,SouthWest Monsoon,Cloudy
Kozhikode,30.38,90.87,1015.03,3.32,16.69,77.74,99,Pre-Monsoon,Rainy
Kannur,31.04,72.56,1013.55,18.69,10.61,69.58,329,NorthEast Monsoon,Rainy
Thrissur,31.94,94.32,1006.57,12.24,0.95,61.51,333,Post-Monsoon,Cloudy
Idukki,29.26,91.13,1017.77,8.36,2.49,80.57,351,Post-Monsoon,Rainy
Palakkad,34.33,95.31,1000.02,9.65,6.87,33.23,364,Post-Monsoon,Cloudy
Kottayam,28.35,82.47,1017.68,5.53,2.74,75.79,103,Pre-Monsoon,Cloudy
Pathanamthitta,34.65,91.88,1016.91,13.58,2.75,46.71,359,Post-Monsoon,Cloudy
Pathanamthitta,25.62,80.07,1004.51,3.74,1.2,37.69,304,NorthEast Monsoon,Cloudy
Thiruvananthapuram,26.04,90.17,1008.45,12.65,0.91,55.21,165,SouthWest Monsoon,Cloudy
Wayanad,26.22,82.7,1004.4,6.09,5.35,58.26,89,Post-Monsoon,Cloudy
Thrissur,31.87,96.41,1007.66,15.56,22.11,87.86,319,NorthEast Monsoon,Rainy
Kollam,26.58,84.15,1016.85,7.29,13.16,72.74,317,NorthEast Monsoon,Rainy
Pathanamthitta,33.47,75.24,1009.19,10.35,10.07,76.53,149,Pre-Monsoon,Rainy
Thrissur,27.42,94.1,999.78,16.55,19.75,27.43,163,SouthWest Monsoon,Rainy
Kasaragod,30.2,83.67,1013.66,11.71,1.0,46.81,280,NorthEast Monsoon,Cloudy
Thrissur,30.92,77.71,1011.07,12.3,2.83,79.15,89,Post-Monsoon,Cloudy
Kasaragod,25.95,77.33,1004.06,9.85,0.75,87.28,200,SouthWest Monsoon,Cloudy
Kozhikode,24.83,74.88,1017.79,8.33,3.23,73.36,52,Post-Monsoon,Cloudy
Alappuzha,29.85,70.54,1013.47,11.21,0.45,63.61,20,Post-Monsoon,Cloudy
Alappuzha,28.17,78.62,1008.39,10.4,5.66,64.32,222,SouthWest Monsoon,Cloudy
Kottayam,30.5,83.64,1011.23,12.37,2.95,68.18,147,Pre-Monsoon,Cloudy
Idukki,24.96,78.95,1016.31,15.7,10.3,48.4,170,SouthWest Monsoon,Rainy
Kottayam,27.93,55.0,1012.87,9.03,1.31,55.76,6,Post-Monsoon,Cloudy
Kasaragod,28.45,69.7,1002.55,7.93,2.5,56.55,295,NorthEast Monsoon,Cloudy
Ernakulam,21.69,89.52,1006.31,6.62,0.01,88.35,157,SouthWest Monsoon,Rainy
Kollam,31.99,81.08,1000.25,10.99,3.14,41.02,215,SouthWest Monsoon,Cloudy
Ernakulam,26.73,68.35,1008.96,13.56,0.43,83.9,34,Post-Monsoon,Cloudy
Malappuram,33.5,79.16,1000.22,8.6,13.44,56.96,302,NorthEast Monsoon,Rainy
Ernakulam,26.92,83.0,1010.5,11.65,15.14,52.2,325,NorthEast Monsoon,Rainy
Thiruvananthapuram,27.44,89.64,1014.04,7.97,4.04,64.19,341,Post-Monsoon,Cloudy
Ernakulam,25.27,76.51,1009.25,11.92,2.87,46.38,118,Pre-Monsoon,Cloudy
Kottayam,32.44,87.07,1003.61,7.32,3.23,91.4,113,Pre-Monsoon,Rainy
Pathanamthitta,30.36,81.82,1009.73,11.89,2.13,54.23,38,Post-Monsoon,Cloudy
Kannur,33.2,79.03,1011.14,8.72,2.87,87.39,317,NorthEast Monsoon,Cloudy
Pathanamthitta,28.38,88.98,1014.56,1.53,3.48,43.96,224,SouthWest Monsoon,Cloudy
Alappuzha,28.87,74.44,1006.6,10.81,16.4,42.75,255,SouthWest Monsoon,Rainy
Kannur,23.95,89.58,1012.5,11.46,2.56,27.61,292,NorthEast Monsoon,Cloudy
Wayanad,27.13,72.87,1004.21,8.3,6.97,39.52,201,SouthWest Monsoon,Cloudy
Kollam,29.51,77.39,1005.36,3.05,6.59,50.95,289,NorthEast Monsoon,Cloudy
Kollam,30.16,78.92,1016.25,12.05,15.99,77.52,42,Post-Monsoon,Rainy
Thiruvananthapuram,34.47,81.11,1019.63,9.3,0.26,19.58,346,Post-Monsoon,Cloudy
Kottayam,23.45,61.65,1006.2,9.42,0.46,72.52,77,Post-Monsoon,Cloudy
Alappuzha,29.69,82.84,1015.76,10.51,4.29,37.54,272,NorthEast Monsoon,Cloudy
Kozhikode,27.87,67.38,1013.41,13.77,3.24,56.84,11,Post-Monsoon,Cloudy
Malappuram,29.23,83.34,1007.51,5.94,4.82,39.34,47,Post-Monsoon,Cloudy
Kollam,29.31,84.19,1009.56,6.04,3.81,65.56,75,Post-Monsoon,Cloudy
Pathanamthitta,28.43,89.81,1012.57,13.08,7.24,41.52,253,SouthWest Monsoon,Cloudy
Ernakulam,25.6,71.32,1013.08,15.74,10.99,86.95,221,SouthWest Monsoon,Rainy
Ernakulam,25.04,83.83,1016.73,14.09,3.81,57.95,24,Post-Monsoon,Cloudy
Wayanad,28.21,81.62,1005.33,9.26,0.47,81.56,3,Post-Monsoon,Cloudy
Alappuzha,24.74,77.46,1014.35,7.35,0.58,12.26,306,NorthEast Monsoon,Cloudy
Kottayam,28.66,73.4,1013.73,14.94,1.27,61.52,284,NorthEast Monsoon,Cloudy
Kottayam,28.24,82.65,1017.39,15.24,9.86,75.66,321,NorthEast Monsoon,Cloudy
Idukki,21.65,92.7,1008.34,8.37,4.33,43.85,244,SouthWest Monsoon,Cloudy
Kasaragod,34.8,80.08,1015.61,13.67,2.36,54.08,228,SouthWest Monsoon,Cloudy
Palakkad,29.23,92.03,1017.27,14.44,2.25,44.65,299,NorthEast Monsoon,Cloudy
Kollam,21.69,91.17,1011.42,5.17,0.32,55.72,267,SouthWest Monsoon,Cloudy
Kottayam,29.74,64.89,1011.16,5.33,1.63,95.6,237,SouthWest Monsoon,Cloudy
Wayanad,28.39,75.13,1009.99,9.84,2.23,91.34,140,Pre-Monsoon,Cloudy
Pathanamthitta,25.05,77.61,1014.25,3.72,0.45,79.45,271,NorthEast Monsoon,Cloudy
Alappuzha,29.93,92.59,1015.62,7.84,2.69,81.0,30,Post-Monsoon,Rainy
Malappuram,26.17,81.84,1013.02,10.05,2.46,67.33,80,Post-Monsoon,Cloudy
Idukki,29.58,92.33,1013.29,9.01,15.12,64.22,181,SouthWest Monsoon,Rainy
Wayanad,26.9,80.91,1006.66,2.81,3.21,65.79,67,Post-Monsoon,Cloudy
Thrissur,26.28,92.55,1006.77,12.37,5.38,54.55,29,Post-Monsoon,Cloudy
Thiruvananthapuram,28.95,85.62,1003.9,8.15,10.57,57.25,184,SouthWest Monsoon,Rainy
Malappuram,24.13,81.23,1020.12,2.83,10.77,81.83,53,Post-Monsoon,Rainy
Kasaragod,28.75,91.4,1008.04,11.44,4.82,60.68,198,SouthWest Monsoon,Cloudy
Thrissur,30.97,77.96,1013.47,10.36,3.68,100.0,97,Pre-Monsoon,Cloudy
Kozhikode,32.81,98.17,1005.2,13.0,1.93,72.28,47,Post-Monsoon,Rainy
Kasaragod,32.27,70.31,1007.56,9.85,3.01,70.18,291,NorthEast Monsoon,Cloudy
Ernakulam,33.06,78.56,1004.12,10.29,0.39,55.06,244,SouthWest Monsoon,Cloudy
Thiruvananthapuram,27.64,82.81,1005.76,11.26,0.9,48.53,54,Post-Monsoon,Cloudy
Kollam,25.93,76.07,1010.39,7.27,2.34,34.31,126,Pre-Monsoon,Cloudy
Pathanamthitta,31.45,85.15,1011.61,10.38,0.12,13.48,197,SouthWest Monsoon,Cloudy
Thiruvananthapuram,27.45,81.04,1010.24,13.24,6.3,58.63,71,Post-Monsoon,Cloudy
Kasaragod,29.02,84.64,1006.02,14.75,4.44,53.05,286,NorthEast Monsoon,Cloudy
Palakkad,31.24,74.89,1009.06,17.3,9.67,50.84,280,NorthEast Monsoon,Cloudy
Thrissur,35.06,73.87,1014.47,12.66,0.92,57.11,300,NorthEast Monsoon,Cloudy
Kollam,30.59,81.77,1015.71,5.71,13.45,73.54,206,SouthWest Monsoon,Rainy
Kannur,29.62,87.83,1013.47,12.79,11.61,38.25,114,Pre-Monsoon,Rainy
Palakkad,25.64,96.75,1011.7,9.28,3.86,81.46,119,Pre-Monsoon,Rainy
Ernakulam,32.51,67.38,1008.5,15.92,2.28,48.25,134,Pre-Monsoon,Cloudy
Palakkad,30.23,80.42,1006.65,6.01,10.05,60.77,358,Post-Monsoon,Rainy
Idukki,27.96,85.54,1009.61,15.27,14.15,29.21,250,SouthWest Monsoon,Rainy
Idukki,27.65,84.92,1010.86,16.37,0.88,58.64,345,Post-Monsoon,Cloudy
Kozhikode,27.78,72.23,1015.06,12.1,4.32,86.88,252,SouthWest Monsoon,Cloudy
Kasaragod,29.13,76.18,1006.94,16.3,3.5,72.85,34,Post-Monsoon,Cloudy
Alappuzha,24.62,81.89,1004.94,15.28,3.84,43.82,193,SouthWest Monsoon,Cloudy
Malappuram,32.65,100.0,1000.22,10.1,0.36,92.73,37,Post-Monsoon,Rainy
Malappuram,32.1,89.54,1015.39,4.56,2.4,87.2,361,Post-Monsoon,Rainy
Kannur,28.5,84.8,1009.39,6.78,0.81,34.02,336,Post-Monsoon,Cloudy
Kannur,27.79,60.45,1002.11,4.4,10.29,43.78,281,NorthEast Monsoon,Rainy
Kollam,28.93,71.46,1007.11,13.25,3.03,48.21,126,Pre-Monsoon,Cloudy
Ernakulam,29.44,72.17,1006.43,7.27,9.08,55.44,177,SouthWest Monsoon,Cloudy
Kottayam,28.1,84.86,1007.42,8.34,1.23,32.24,345,Post-Monsoon,Cloudy
Kozhikode,32.0,80.91,1013.11,12.0,9.99,53.77,228,SouthWest Monsoon,Cloudy
Idukki,24.73,76.92,1004.68,11.75,0.75,46.03,312,NorthEast Monsoon,Cloudy
Kollam,26.86,84.68,1014.16,8.04,0.84,86.24,70,Post-Monsoon,Cloudy
Kottayam,31.33,69.91,1006.58,11.99,22.0,89.53,233,SouthWest Monsoon,Rainy
Malappuram,29.97,75.48,1006.04,16.84,0.15,66.57,40,Post-Monsoon,Cloudy
Alappuzha,26.96,81.47,1004.17,14.21,0.16,35.85,88,Post-Monsoon,Cloudy
Palakkad,30.2,96.95,1009.48,9.53,0.56,40.18,62,Post-Monsoon,Cloudy
Idukki,26.62,89.17,1011.37,13.54,1.05,100.0,169,SouthWest Monsoon,Rainy
Kollam,28.07,85.45,1007.91,4.71,0.35,91.56,222,SouthWest Monsoon,Rainy
Thiruvananthapuram,32.13,78.79,1009.67,9.09,15.04,29.2,104,Pre-Monsoon,Rainy
Kottayam,31.8,81.85,1008.64,9.26,1.79,39.85,169,SouthWest Monsoon,Cloudy
Palakkad,29.86,91.73,1014.4,11.93,16.81,72.22,101,Pre-Monsoon,Rainy
Idukki,25.85,96.61,1008.84,3.48,10.46,45.33,170,SouthWest Monsoon,Rainy
Malappuram,27.87,80.08,1010.3,12.65,7.25,73.69,112,Pre-Monsoon,Cloudy
Wayanad,29.29,85.6,1017.73,2.38,0.14,41.35,145,Pre-Monsoon,Cloudy
Ernakulam,33.37,89.31,1023.47,21.42,6.5,62.34,318,NorthEast Monsoon,Cloudy
Kottayam,23.65,85.27,1005.86,3.73,2.37,64.58,348,Post-Monsoon,Cloudy
Malappuram,26.38,71.53,1016.87,8.8,10.41,71.58,224,SouthWest Monsoon,Rainy
Idukki,32.39,76.04,1005.13,18.16,4.02,72.24,247,SouthWest Monsoon,Cloudy
Kottayam,33.08,87.93,1013.56,13.63,1.32,37.49,295,NorthEast Monsoon,Cloudy
Kozhikode,28.79,77.49,1018.87,16.64,4.66,53.67,10,Post-Monsoon,Cloudy
Palakkad,33.62,96.35,1013.05,10.85,3.78,55.85,158,SouthWest Monsoon,Cloudy
Idukki,26.8,79.54,1009.85,16.44,5.89,46.06,210,SouthWest Monsoon,Cloudy
Kozhikode,24.47,71.33,1000.66,14.2,1.46,37.64,301,NorthEast Monsoon,Sunny
Thrissur,31.37,90.28,1007.1,13.6,22.93,68.6,212,SouthWest Monsoon,Rainy
Kollam,32.88,79.12,1006.87,8.02,5.54,66.5,268,SouthWest Monsoon,Cloudy
Wayanad,32.83,79.75,1006.5,11.1,2.44,40.17,191,SouthWest Monsoon,Cloudy
Kannur,26.41,88.94,1010.08,8.83,4.45,82.86,93,Pre-Monsoon,Rainy
Palakkad,29.6,74.08,1011.33,11.37,2.62,79.62,161,SouthWest Monsoon,Cloudy
Kottayam,31.52,82.66,998.67,3.16,10.05,56.88,272,NorthEast Monsoon,Rainy
Ernakulam,29.9,72.31,1001.73,13.16,14.13,72.29,283,NorthEast Monsoon,Rainy
Malappuram,33.34,82.61,1016.03,13.8,11.97,85.81,117,Pre-Monsoon,Rainy
Kannur,27.78,68.89,1008.24,10.74,2.79,46.47,238,SouthWest Monsoon,Cloudy
Thiruvananthapuram,28.79,75.27,1006.88,10.85,1.23,42.85,46,Post-Monsoon,Cloudy
Malappuram,29.71,89.19,1011.61,11.16,4.65,88.45,20,Post-Monsoon,Rainy
Kottayam,31.5,92.38,1016.01,10.13,4.13,62.76,206,SouthWest Monsoon,Cloudy
Wayanad,28.42,74.92,1001.46,15.44,0.33,50.73,39,Post-Monsoon,Cloudy
Kasaragod,31.78,74.83,1003.68,9.61,9.5,78.53,225,SouthWest Monsoon,Cloudy
Malappuram,33.81,82.82,1007.46,14.38,0.19,64.97,272,NorthEast Monsoon,Cloudy
Kasaragod,27.45,75.53,1016.59,10.74,0.18,70.59,149,Pre-Monsoon,Cloudy
Kollam,28.51,89.5,1018.25,9.45,6.63,54.83,342,Post-Monsoon,Cloudy
Wayanad,31.9,70.88,1010.27,19.17,14.37,31.64,236,SouthWest Monsoon,Rainy
Idukki,34.78,76.98,1012.08,6.32,5.99,67.29,295,NorthEast Monsoon,Cloudy
Kozhikode,30.91,96.5,1006.85,7.18,7.63,34.63,341,Post-Monsoon,Cloudy
Thiruvananthapuram,26.64,85.03,1009.54,10.85,12.46,50.88,93,Pre-Monsoon,Rainy
Pathanamthitta,29.59,86.68,1010.06,4.72,1.97,24.73,280,NorthEast Monsoon,Cloudy
Kottayam,31.88,80.48,1004.18,4.54,4.77,9.81,287,NorthEast Monsoon,Cloudy
Alappuzha,26.56,70.3,1011.5,13.86,2.22,73.35,284,NorthEast Monsoon,Cloudy
Pathanamthitta,25.76,94.39,1013.83,14.72,7.74,76.1,138,Pre-Monsoon,Rainy
Malappuram,27.97,83.56,1013.2,7.38,7.96,85.65,297,NorthEast Monsoon,Cloudy
Kannur,30.98,89.59,1005.24,5.29,3.33,100.0,358,Post-Monsoon,Rainy
Kottayam,24.89,79.81,1006.92,10.76,7.31,43.36,109,Pre-Monsoon,Cloudy
Kozhikode,26.92,81.79,1007.72,9.31,2.47,68.98,129,Pre-Monsoon,Cloudy
Thrissur,29.82,78.8,1011.47,5.0,5.7,76.43,119,Pre-Monsoon,Cloudy
Kozhikode,32.27,83.65,1011.07,13.45,1.87,63.44,286,NorthEast Monsoon,Cloudy
Alappuzha,29.87,78.23,1015.84,8.81,0.67,71.77,171,SouthWest Monsoon,Cloudy
Thiruvananthapuram,30.12,75.1,1010.92,12.08,8.74,67.93,247,SouthWest Monsoon,Cloudy
Kozhikode,32.01,80.41,1016.37,9.01,0.17,42.77,337,Post-Monsoon,Cloudy
Ernakulam,33.79,86.22,1016.38,9.76,3.26,28.87,111,Pre-Monsoon,Cloudy
Thrissur,33.46,91.31,1007.05,3.56,15.65,64.54,102,Pre-Monsoon,Rainy
Pathanamthitta,22.88,71.22,1010.52,17.8,0.01,70.26,157,SouthWest Monsoon,Cloudy
Idukki,29.29,89.09,1009.1,11.04,13.69,37.5,308,NorthEast Monsoon,Rainy
Kollam,31.74,76.41,1012.74,10.33,0.47,100.0,192,SouthWest Monsoon,Cloudy
Ernakulam,34.1,73.94,1012.71,11.24,4.26,29.74,291,NorthEast Monsoon,Cloudy
Thrissur,30.92,74.38,1012.65,2.76,2.9,66.92,199,SouthWest Monsoon,Cloudy
Idukki,26.42,100.0,1009.73,10.58,1.1,45.29,37,Post-Monsoon,Cloudy
Idukki,26.82,87.95,1010.73,4.27,6.19,67.11,120,Pre-Monsoon,Rainy
Kottayam,26.9,72.79,1019.02,8.19,1.74,47.0,61,Post-Monsoon,Cloudy
Thrissur,29.92,77.58,1007.87,8.22,6.85,75.18,124,Pre-Monsoon,Cloudy
Thiruvananthapuram,27.56,71.14,1007.61,11.92,2.5,70.36,318,NorthEast Monsoon,Cloudy
Malappuram,20.0,71.41,1006.46,9.29,0.22,73.32,321,NorthEast Monsoon,Cloudy
Alappuzha,25.47,71.11,1013.25,5.26,2.82,43.81,144,Pre-Monsoon,Cloudy
Alappuzha,27.67,73.66,1012.09,15.89,5.28,49.91,165,SouthWest Monsoon,Cloudy
Pathanamthitta,24.91,88.13,1010.42,5.33,0.65,30.28,239,SouthWest Monsoon,Cloudy
Pathanamthitta,25.36,90.53,1007.5,12.15,8.7,43.93,116,Pre-Monsoon,Cloudy
Alappuzha,35.15,74.63,1011.27,12.67,4.62,71.73,182,SouthWest Monsoon,Cloudy
Kozhikode,28.97,78.69,1012.89,10.87,11.76,60.54,7,Post-Monsoon,Rainy
Thiruvananthapuram,27.84,88.71,1004.77,10.53,12.57,78.03,293,NorthEast Monsoon,Rainy
Kasaragod,31.0,82.29,1013.11,12.67,16.85,57.04,105,Pre-Monsoon,Rainy
Kozhikode,32.44,84.79,1003.82,8.9,2.82,46.65,104,Pre-Monsoon,Cloudy
Kannur,35.72,77.85,1019.61,13.7,2.04,82.92,296,NorthEast Monsoon,Cloudy
Kozhikode,34.12,94.25,1009.3,8.68,9.46,36.18,48,Post-Monsoon,Cloudy
Kollam,30.3,95.74,1016.5,13.07,5.47,80.36,229,SouthWest Monsoon,Rainy
Palakkad,24.4,87.78,1009.69,11.92,2.24,82.13,250,SouthWest Monsoon,Rainy
Malappuram,25.99,77.2,1016.6,10.93,11.27,37.63,8,Post-Monsoon,Rainy
Kollam,27.79,71.46,1017.69,3.31,1.49,55.86,146,Pre-Monsoon,Cloudy
Kottayam,30.52,95.96,1012.47,11.93,12.04,60.36,285,NorthEast Monsoon,Rainy
Palakkad,29.28,84.61,1005.54,7.34,8.09,87.41,206,SouthWest Monsoon,Cloudy
Palakkad,24.58,82.95,1005.86,11.36,2.66,87.77,220,SouthWest Monsoon,Cloudy
Thrissur,24.04,87.7,1011.69,13.01,2.21,78.77,307,NorthEast Monsoon,Rainy
Thiruvananthapuram,29.78,82.22,1010.63,8.83,10.72,62.5,211,SouthWest Monsoon,Rainy
Thiruvananthapuram,29.36,79.88,1014.63,3.84,3.32,55.82,172,SouthWest Monsoon,Cloudy
